facility_id,ghgrp_id,facility_name,npri_id,province,naics_code,naics_description
2222,G12049,Parkland Gas Plant (06-29-081-15W6M),,British Columbia,211110,Oil and gas extraction (except oil sands)
2223,G12061,Pinto 14-30-001-04 W2M,29934,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2224,G12080,Mulligan Fourth Creek 15-13-082-09-W6,23386,Alberta,211110,Oil and gas extraction (except oil sands)
2225,G12109,Dodsland 10-8-31-20 W3,31589,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2226,G12110,TEINE Dodsland 5-26,26204,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2227,G12143,McAdam Wallboard Plant,5095,New Brunswick,327420,Gypsum Product Manufacturing
2228,G12177,Plato Oil MWB 01-33,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2229,G12189,Whiteside 04-07-030-26W3 (102/04-12) SWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2230,G12192,Whiteside 04-12-030-27W3 (101/13-12) SWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2231,G12226,WAINWRIGHT 02-17-046-06W4,30865,Alberta,211110,Oil and gas extraction (except oil sands)
2232,G12235,Mikwan Gas Plant,18171,Alberta,211110,Oil and gas extraction (except oil sands)
2233,G12252,Lougheed 11-12-006-15 W2M,22563,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2234,G12260,Harmon Valley SAGD South Pilot 07-06,27452,Alberta,211110,Oil and gas extraction (except oil sands)
2235,G12263,Sawn Lake Battery 12-29-091-12W5,22460,Alberta,211110,Oil and gas extraction (except oil sands)
2236,G12280,SRL BUICKCREEK D-36-L/094-A-14 003,31663,British Columbia,211110,Oil and gas extraction (except oil sands)
2237,G12289,Chinook Regional Hospital,,Alberta,622111,General (except Paediatric) Hospitals
2238,G12321,SRL Aggregated Linear Facilities Operation (LFO),,British Columbia,211110,Oil and gas extraction (except oil sands)
2239,G12330,Aggregated Linear Facilities Operation (L-c),,British Columbia,211110,Oil and gas extraction (except oil sands)
2240,G12343,Bigstone Battery 07-11-060-23W5,32387,Alberta,211110,Oil and gas extraction (except oil sands)
2241,G12345,Plato 04-07 Bty,32232,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2242,G12358,C-041-G/093-P-09 SCLH,29799,British Columbia,211110,Oil and gas extraction (except oil sands)
2243,G12360,Arriva  2-25-38-9 W5M,,Alberta,211110,Oil and gas extraction (except oil sands)
2244,G12365,PIPESTONE Compressor Station 15-30-072-08W6,31315,Alberta,211110,Oil and gas extraction (except oil sands)
2245,G12375,Ojay Comp Stn A-011-I,,British Columbia,211110,Oil and gas extraction (except oil sands)
2246,G12381,CELTIC BT 06-18-052-23W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2247,G12393,North Hoosier Oil Battery 13-21-032-27 W3M,30956,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2248,G12396,Countess Gas Storage Facility,23285,Alberta,211110,Oil and gas extraction (except oil sands)
2249,G12403,Whiteside 01-05-030-25W3 GGS,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2250,G12405,Alderson 13-21-15-11 Plant,,Alberta,211110,Oil and gas extraction (except oil sands)
2251,G12413,TORC Kaybob Oil Battery 04-01-060-20W5,,Alberta,211110,Oil and gas extraction (except oil sands)
2252,G12415,Hanlan Compressor Station 09-09-045-16W5,19636,Alberta,211110,Oil and gas extraction (except oil sands)
2253,G12416,Nevis Oil Battery 12-36,19276,Alberta,211110,Oil and gas extraction (except oil sands)
2254,G12418,Kakwa 04-22-062-04W6,18779,Alberta,211110,Oil and gas extraction (except oil sands)
2255,G12419,Kakwa 16-06-064-05W6,31568,Alberta,211110,Oil and gas extraction (except oil sands)
2256,G12421,Garrington 03-36 Compressor Site,17167,Alberta,211110,Oil and gas extraction (except oil sands)
2257,G12424,AG20 ABGS0084730 BASHAW 13-20 GGS,,Alberta,211110,Oil and gas extraction (except oil sands)
2258,G12429,Kettle River North 15-14,,Alberta,211110,Oil and gas extraction (except oil sands)
2259,G12433,Fox Creek 15-24-060-22W5,15562,Alberta,211110,Oil and gas extraction (except oil sands)
2260,G12434,Crooked Lake Gas Battery 10-22-062-22W5,,Alberta,211110,Oil and gas extraction (except oil sands)
2261,G12438,Valhalla Compressor Station 05-28-073-09W6,,Alberta,211110,Oil and gas extraction (except oil sands)
2262,G12442,Pengrowth Mcleod 16-12,17444,Alberta,211110,Oil and gas extraction (except oil sands)
2263,G12443,CPC Trochu 16-32 GGS,18999,Alberta,211110,Oil and gas extraction (except oil sands)
2264,G12444,Clearview Sub-Regional Landfill,,British Columbia,562210,Waste Treatment and Disposal
2265,G12540,Limestone CS 04-36,31669,Alberta,211110,Oil and gas extraction (except oil sands)
2266,G12554,Molycop Canada Plant 2,,British Columbia,331511,Iron Foundries
2267,G12714,Macklin 05-24-039-28W3,25149,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2268,G10035,Brunswick Smelter,4024,New Brunswick,331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining
2269,G10202,Nevis Gas Plant,5337,Alberta,211110,Oil and gas extraction (except oil sands)
2270,G10224,Pikes Peak Thermal 04-06-050-23W3,17014,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2271,G10319,Whitby Cogeneration,5934,Ontario,221112,Fossil-Fuel Electric Power Generation
2272,G10384,Goldboro Gas Plant,5012,Nova Scotia,211110,Oil and gas extraction (except oil sands)
2273,G10484,Gilby Gas Plant,1364,Alberta,211110,Oil and gas extraction (except oil sands)
2274,G10593,PLANT 051 - Toronto,7392,Ontario,311410,Frozen Food Manufacturing
2275,G10659,Seal 04-33-082-15W5,24130,Alberta,211110,Oil and gas extraction (except oil sands)
2276,G10691,Kruger Brompton S.E.C.,5471,Quebec,322122,Newsprint Mills
2277,G10699,Usine Abitibi-O (La Sarre) et Bois-Jointé,6303,Quebec,321111,Sawmills (except Shingle and Shake Mills)
2278,G10946,Kelly Comp Stn c-027-B,22889,British Columbia,211110,Oil and gas extraction (except oil sands)
2279,G10961,Nig Creek A-94-B/94-H-4,,British Columbia,211110,Oil and gas extraction (except oil sands)
2280,G10973,Septimus 08-22-081-19 W6M,27894,British Columbia,211110,Oil and gas extraction (except oil sands)
2281,G10992,Alder Flats Sweet Gas Plant 11-33,15187,Alberta,211110,Oil and gas extraction (except oil sands)
2282,G10997,Pouce Coupe Gas Plant 03-03,15203,Alberta,211110,Oil and gas extraction (except oil sands)
2283,G11061,Rothsay Quebec,5487,Quebec,311614,Rendering and Meat Processing from Carcasses
2284,G11065,Tom Howe Landfill Site,10688,Ontario,562210,Waste Treatment and Disposal
2285,G11071,14 Wing Greenwood,745,Nova Scotia,911110,Defence Services
2286,G11078,South Sturgeon Lake Gas Plant 02-02-069-22 W5M,5370,Alberta,211110,Oil and gas extraction (except oil sands)
2287,G11086,Usine de coulée continue de Montréal-Est,959,Quebec,331420,"Copper Rolling, Drawing, Extruding and Alloying"
2288,G11138,Ansell Gas Plant 07-27-051-19W5,17067,Alberta,211110,Oil and gas extraction (except oil sands)
2289,G11163,South Rosevear Gas Plant 16-11-054-15 W5M,2223,Alberta,211113,Conventional Oil and Gas Extraction
2290,G11192,Brintnell North Bitumen Battery 07-27,,Alberta,211110,Oil and gas extraction (except oil sands)
2291,G11204,Matziwin 06-10,,Alberta,211110,Oil and gas extraction (except oil sands)
2292,G11222,HARMCEN 7-12,16920,Alberta,211110,Oil and gas extraction (except oil sands)
2293,G11237,PFR Baie-Comeau,2001,Quebec,322122,Newsprint Mills
2294,G11244,Glen Ewen Gas Plant,15601,Saskatchewan,211113,Conventional Oil and Gas Extraction
2295,G11268,Lodgepole Sweet Gas Plant,,Alberta,211110,Oil and gas extraction (except oil sands)
2296,G11270,Peco Sweet Comp Station 11-12,,Alberta,211110,Oil and gas extraction (except oil sands)
2297,G11274,Resthaven Sweet Gas Plant,18388,Alberta,211110,Oil and gas extraction (except oil sands)
2298,G11310,Manatokan Custom Treating Facility 9-14,21219,Alberta,211110,Oil and gas extraction (except oil sands)
2299,G11347,Peco Gas Battery 14-07,,Alberta,211110,Oil and gas extraction (except oil sands)
2300,G11353,Viewfield Oil Battery 05-05,21580,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2301,G11364,Ansell Compressor Station 03-06-049-18W5,19717,Alberta,211110,Oil and gas extraction (except oil sands)
2302,G11370,Edson Gas Storage Facility,,Alberta,493190,Other Warehousing and Storage
2303,G11371,Cynthia Battery,25302,Alberta,211110,Oil and gas extraction (except oil sands)
2304,G11383,Conroy LC (All wells),,British Columbia,211110,Oil and gas extraction (except oil sands)
2305,G11395,Melrose Oil Battery 09-14,26549,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2306,G11400,Hoffer 04-05-02-15 W2M,27079,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2307,G11406,South Kaybob 02-20,27901,Alberta,211110,Oil and gas extraction (except oil sands)
2308,G11410,Panther 10-13 Battery,27719,Alberta,211110,Oil and gas extraction (except oil sands)
2309,G11436,HUSKY ANSELL GS 02-20-050-18W5,28601,Alberta,211110,Oil and gas extraction (except oil sands)
2310,G11485,Tourmaline Chin/09-29 Ggs,22495,Alberta,211110,Oil and gas extraction (except oil sands)
2311,G11488,Air Liquide Canada- Dawson Creek,29035,British Columbia,325120,Industrial Gas Manufacturing
2312,G11550,Gilby West Sour Comp Stn 11-20,34714,Alberta,211110,Oil and gas extraction (except oil sands)
2313,G11558,Lloyd Single Well Oil Battery 02-17-052-23W3,,British Columbia,211110,Oil and gas extraction (except oil sands)
2314,G11581,Bromhead Oil SWB 03-18,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2315,G11585,Torquay Oil SWB 02-18,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2316,G11630,Steinbach Class 1 Waste Disposal Ground,29947,Manitoba,562210,Waste Treatment and Disposal
2317,G11634,Henry Goodrich,,Newfoundland and Labrador,213111,Oil and Gas Contract Drilling
2318,G11635,Transocean Barents,,Newfoundland and Labrador,213111,Oil and Gas Contract Drilling
2319,G11640,Anderson Gas Battery 15-03,,Alberta,211110,Oil and gas extraction (except oil sands)
2320,G11649,Verger Compressor Station 04-02,,Alberta,211110,Oil and gas extraction (except oil sands)
2321,G11652,Karr Creek Oil Battery 15-36,,Alberta,211110,Oil and gas extraction (except oil sands)
2322,G11654,Hamburg 11-33-096-08 W6M,,Alberta,211110,Oil and gas extraction (except oil sands)
2323,G11658,Gold Creek Gas Battery 10-05,,Alberta,211110,Oil and gas extraction (except oil sands)
2324,G11662,Fox Valley Compressor Station 12-10-017-25W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2325,G11664,Hatton Senate Compressor Station 04-28-014-29W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2326,G11688,Willesden Gn 16-12-42-6W5,,Alberta,211110,Oil and gas extraction (except oil sands)
2327,G11704,Paddle River Sour Gas Processing Plant,6537,Alberta,211110,Oil and gas extraction (except oil sands)
2328,G11798,TAQA NORTH CHINCHAGARIVER C-032-H/094-H-08,17699,British Columbia,211110,Oil and gas extraction (except oil sands)
2329,G11858,Torrington 08-28-032-26W4,21031,Alberta,211113,Conventional Oil and Gas Extraction
2330,G11859,16-07-29-26-W4M Acme,29012,Alberta,211110,Oil and gas extraction (except oil sands)
2331,G11860,NEVIS 12-07-041-22-W4,15369,Alberta,211113,Conventional Oil and Gas Extraction
2332,G11873,Twining Gas Battery and Comp Stn 12-10,23549,Alberta,211113,Conventional Oil and Gas Extraction
2333,G11889,Whiteside 04-07-030-26W3 (101/04-12) SWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2334,G11895,Société de Cogénération de St-Félicien,8603,Quebec,221119,Other Electric Power Generation
2335,G11904,Fir 01-32,27902,Alberta,211110,Oil and gas extraction (except oil sands)
2336,G11935,Fort MacLeod Power Plant 05-30,17187,Alberta,221112,Fossil-Fuel Electric Power Generation
2337,G11940,Magrath Wind Power Project,,Alberta,221119,Other Electric Power Generation
2338,G11945,Bromhead Oil MWB 05-31,30401,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2339,G11968,CELTIC BT 10-17-052-23W3,,British Columbia,211110,Oil and gas extraction (except oil sands)
2340,G11969,HARVEST GREENSTREET A13-2 BT 13-02-052-27W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2341,G11973,TANGLEFLAGS SWB 02-30-050-25W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2342,G11974,WESTHAZEL MWB 01-36-051-23W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2343,G11985,Penhold Central Battery 15-29,21802,Alberta,211110,Oil and gas extraction (except oil sands)
2344,G11993,NAT-1 Ralston,,Alberta,221112,Fossil-Fuel Electric Power Generation
2345,G12003,Bigoray 15-07 Compressor,17165,Alberta,211110,Oil and gas extraction (except oil sands)
2346,G12028,Suffield Koomati River Booster 12-24,21454,Alberta,211110,Oil and gas extraction (except oil sands)
2347,G12044,Wapiti Compressor Station 13-31-066-12W6,,Alberta,211110,Oil and gas extraction (except oil sands)
2348,G12059,Gundy Compressor,28750,British Columbia,211110,Oil and gas extraction (except oil sands)
2349,G12065,4-15-27-20 MULTIWELL,31528,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2350,G12093,Olds 6-9,21724,Alberta,211110,Oil and gas extraction (except oil sands)
2351,G12095,Dodsland 13-11-32-20-3,17054,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2352,G12105,Dodsland 13-29-31-19 W3,30722,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2353,G12106,TEINE Lucky Hills 11-7,27934,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2354,G12108,Kerrobert 4-17-33-24 W3,31587,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2355,G12124,Solettera Acme Co-Generation,33524,Alberta,221112,Fossil-Fuel Electric Power Generation
2356,G12126,Killam Sunrise,,Alberta,221112,Fossil-Fuel Electric Power Generation
2357,G12140,TVRP Fort McMurray,,Alberta,562210,Waste Treatment and Disposal
2358,G12159,XTO 07-20-061-19W5,31541,Alberta,211110,Oil and gas extraction (except oil sands)
2359,G12178,EDAM BT 10-05-049-19W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2360,G12196,Gold Creek Oil MWB 06-35-068-03W6,31334,Alberta,211110,Oil and gas extraction (except oil sands)
2361,G12205,WESTHAZEL BT 16-31-050-22W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2362,G12209,Makepeace Oil MWB 13-11-022-17W4,,Alberta,211110,Oil and gas extraction (except oil sands)
2363,G12212,Wainwright North Gas Plant 16-15-046-06W4,18962,Alberta,211110,Oil and gas extraction (except oil sands)
2364,G12213,Zama Field Compressor 10-14,15325,Alberta,211110,Oil and gas extraction (except oil sands)
2365,G12227,Alameda 09-08-004-03 W2M,29874,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2366,G12230,ABBT0113985,,Alberta,211110,Oil and gas extraction (except oil sands)
2367,G12231,Gordondale Comp Stn 16-10,,Alberta,211110,Oil and gas extraction (except oil sands)
2368,G12234,TEINE Whiteside 14-24-29-25W3,29851,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2369,G12240,STEELMAN UNIT #6  9-28 BA,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2370,G12241,Pinto 14-26-002-04 W2M,29933,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2371,G12246,7G 06-18-063-04W6,29848,Alberta,211110,Oil and gas extraction (except oil sands)
2372,G12247,Sandhills (Ald East) Comp Stn 13-03-016-13W4,,Alberta,211110,Oil and gas extraction (except oil sands)
2373,G12249,Success 12-07-015-15W3 BTY,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2374,G12250,Three Hills Creek Comp Station 03-30,18682,Alberta,211110,Oil and gas extraction (except oil sands)
2375,G12254,Dodsland 07-36-030-21W3 BTY,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2376,G12256,BIG GULLY BT 16-12-050-26W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2377,G12257,NAL 09-22-031-19W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2378,G12266,CELTIC BT 05-16-052-23W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2379,G12269,Oldman 10-24,23195,Alberta,211110,Oil and gas extraction (except oil sands)
2380,G12272,Cypress Farrow 6-31-20-24W4,17755,Alberta,211110,Oil and gas extraction (except oil sands)
2381,G12274,CanEra Midale 16-23-006-11W2M,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2382,G12275,Calpine Canada Resources Company CS 01-30,,Alberta,211110,Oil and gas extraction (except oil sands)
2383,G12278,Gold Creek Oil MWB 04-01-069-03W6,31335,Alberta,211110,Oil and gas extraction (except oil sands)
2384,G12283,WestWard Ho 01-24,,Alberta,211110,Oil and gas extraction (except oil sands)
2385,G12284,BEARBERRY 07-09 GGS,22479,Alberta,211110,Oil and gas extraction (except oil sands)
2386,G12285,Torquay Oil SWB 02-17,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2387,G12295,GILBY 4-18-040-2W5,,Alberta,211110,Oil and gas extraction (except oil sands)
2388,G12301,GRIFFIN CANADA - WINNIPEG,1344,Manitoba,331514,Steel Foundries
2389,G12306,Skyjack Inc.,4447,Ontario,333920,Material Handling Equipment Manufacturing
2390,G12842,Complexe environnemental de la Rouge,33873,Quebec,562210,Waste Treatment and Disposal
2391,G10037,Burrard Generating Station,3240,British Columbia,221112,Fossil-Fuel Electric Power Generation
2392,G10077,Copper Cliff Nickel Refinery,1467,Ontario,331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining
2393,G10078,Copper Cliff Smelter,444,Ontario,331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining
2394,G10109,Enbridge Gas Distribution Inc.,,Ontario,221210,Natural Gas Distribution
2395,G10173,Kamloops Plant,5153,British Columbia,327310,Cement Manufacturing
2396,G10200,UG - Natural Gas Transmission and Distribution,,Ontario,221210,Natural Gas Distribution
2397,G10326,Zama Plant 4,28444,Alberta,211110,Oil and gas extraction (except oil sands)
2398,G10339,Ottawa Landfill,7399,Ontario,562210,Waste Treatment and Disposal
2399,G10393,Thebaud Platform,8023,Nova Scotia,211110,Oil and gas extraction (except oil sands)
2400,G10409,Jackfish 1 SAGD Plant,22267,Alberta,211141,In-situ oil sands extraction
2401,G10445,Cimenterie Kilmar,8599,Quebec,327310,Cement Manufacturing
2402,G10464,04-15-040-24-W4M Clive ENH,16932,Alberta,211113,Conventional Oil and Gas Extraction
2403,G10600,East Wastewater Treatment Plant,11467,Ontario,221320,Sewage Treatment Facilities
2404,G10624,UPEI Boiler,8008,Prince Edward Island,221330,Steam and Air-Conditioning Supply
2405,G10625,PEI Energy Systems,5015,Prince Edward Island,562210,Waste Treatment and Disposal
2406,G10636,West End Water Pollution Control Plant,10762,Ontario,221320,Sewage Treatment Facilities
2407,G10671,Jackfish 2 SAGD Plant,24465,Alberta,211141,In-situ oil sands extraction
2408,G10778,Jackfish 3 SAGD Plant,28033,Alberta,211141,In-situ oil sands extraction
2409,G10784,Tsea D-07-I C/S,26146,British Columbia,211110,Oil and gas extraction (except oil sands)
2410,G10845,Sunrise Gas Plant 13-36,,British Columbia,211110,Oil and gas extraction (except oil sands)
2411,G10862,Cliff Central Heating and Cooling Plant,10178,Ontario,911910,Other Federal Government Public Administration
2412,G10884,Border Paving,21077,Alberta,237310,"Highway, Street and Bridge Construction"
2413,G10905,Clarabelle Mill,1465,Ontario,212232,Nickel-Copper Ore Mining
2414,G10906,Coleman Mine,10199,Ontario,212232,Nickel-Copper Ore Mining
2415,G10918,Rabbit Lake Operation,1147,Saskatchewan,212291,Uranium Ore Mining
2416,G10956,Midwinter Comp Stn A-013-F,16481,British Columbia,211110,Oil and gas extraction (except oil sands)
2417,G10967,Brassey Comp Station D-013-F,,British Columbia,211110,Oil and gas extraction (except oil sands)
2418,G10972,West Tommy Lakes Comp Station 3 A-029-I,18906,British Columbia,211113,Conventional Oil and Gas Extraction
2419,G10995,Loverna Sour Gas Plant 16-25,15113,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2420,G11024,Marten Creek Sour Gas Plant 10-02,22106,Alberta,211113,Conventional Oil and Gas Extraction
2421,G11083,ARCELORMITTAL TUBULAR PRODUCTS INC. - WOODSTOCK,4545,Ontario,331210,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel
2422,G11099,TRILOGY TWO CREEK 07-04,17422,Alberta,211110,Oil and gas extraction (except oil sands)
2423,G11101,Simonette Battery 16-17,16161,Alberta,211110,Oil and gas extraction (except oil sands)
2424,G11110,Chemtrade - Fort Saskatchewan Sulphides,2130,Alberta,325190,Other Basic Organic Chemical Manufacturing
2425,G11117,Peyto Galloway 09-34-053-20W5,22389,Alberta,211110,Oil and gas extraction (except oil sands)
2426,G11147,East Drumheller Sweet Gas Plant 02-05,,Alberta,211110,Oil and gas extraction (except oil sands)
2427,G11154,LRE - Alexis 03-36,22579,Alberta,211110,Oil and gas extraction (except oil sands)
2428,G11157,Battrum Oil Battery 10-21,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2429,G11170,EAST GARRINGTON PLANT,15539,Alberta,211110,Oil and gas extraction (except oil sands)
2430,G11185,Seal Lake 08-08-083-14W5,22491,Alberta,211110,Oil and gas extraction (except oil sands)
2431,G11193,Flat Lake 13-12,,Alberta,211110,Oil and gas extraction (except oil sands)
2432,G11197,Dunvegan 10-04,,Alberta,211110,Oil and gas extraction (except oil sands)
2433,G11202,Nipisi Gas Plant,4159,Alberta,211110,Oil and gas extraction (except oil sands)
2434,G11255,Point Tupper Fractionation Plant,5019,Nova Scotia,211110,Oil and gas extraction (except oil sands)
2435,G11273,Pembina Comp Stn 06-09,,Alberta,211110,Oil and gas extraction (except oil sands)
2436,G11292,Princess East Comp Stn 13-36-019-11W4,16526,Alberta,211110,Oil and gas extraction (except oil sands)
2437,G11306,Leismer 03-07,,Alberta,211110,Oil and gas extraction (except oil sands)
2438,G11321,Louis Dreyfus Company Canada ULC,24212,Saskatchewan,311225,Fat and Oil Refining and Blending
2439,G11323,West Gundy C-86-J/094-B-9,26211,British Columbia,211110,Oil and gas extraction (except oil sands)
2440,G11338,Winter Main 12-32,17316,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2441,G11367,Kelt Copton 11-25,15772,Alberta,211110,Oil and gas extraction (except oil sands)
2442,G11381,Inga Gas Battery 15-03-088-23W6,27115,British Columbia,211110,Oil and gas extraction (except oil sands)
2443,G11414,Jensen CS 16-31-4-21W4,16604,Alberta,211110,Oil and gas extraction (except oil sands)
2444,G11419,Golden Lake 05-17-050-22W3,27728,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2445,G11420,Seal 13-17-084-18W5,27808,Alberta,211110,Oil and gas extraction (except oil sands)
2446,G11446,HARMON VALLEY 05-13-084-19W5,28499,Alberta,211110,Oil and gas extraction (except oil sands)
2447,G11487,Edmonton Rail Terminal,29038,Alberta,486110,Pipeline Transportation of Crude Oil
2448,G11541,Cadotte Power Plant,500522,Alberta,221112,Fossil-Fuel Electric Power Generation
2449,G11544,Royal Alexandra Hospital,,Alberta,622111,General (except Paediatric) Hospitals
2450,G11560,Marsden Single Well Oil Battery 01-30-044-26W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2451,G11561,Marsden Single Well Oil Battery 13-16-044-26W3,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2452,G11563,Wainwright Multiwell Oil Battery 08-28-045-06W4,,Alberta,211110,Oil and gas extraction (except oil sands)
2453,G11571,Bromhead Oil SWB 01-21,30459,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2454,G11573,Viewfield Oil SWB 04-13,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2455,G11574,Viewfield Oil SWB 13-12,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2456,G11604,TORC Pinto Oil Battery 02-25-002-03W2,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2457,G11615,101/13-25-029-24W3/0 (4B13-30) SWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2458,G11616,101/13-27-032-24W3/0 (3B3-27) SWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2459,G11623,Harmon Valley 04-14-084-19W5,,Alberta,211110,Oil and gas extraction (except oil sands)
2460,G11646,Botha Sour Gas Plant 07-16,,Alberta,211110,Oil and gas extraction (except oil sands)
2461,G11655,Narraway Gas Battery 08-33-063-13W6,,Alberta,211110,Oil and gas extraction (except oil sands)
2462,G11673,Chemtrade - Fort Mcmurray GP Inc.,29852,Alberta,325189,All Other Basic Inorganic Chemical Manufacturing
2463,G11674,Amoco Kirby,,Alberta,211110,Oil and gas extraction (except oil sands)
2464,G11690,WILSON CREEK 15-03-043-04W5 GGS,,Alberta,211110,Oil and gas extraction (except oil sands)
2465,G11705,West Seal Bitumen Battery 14-05,29274,Alberta,211110,Oil and gas extraction (except oil sands)
2466,G11706,Seal Bitumen Battery 13-05,26020,Alberta,211110,Oil and gas extraction (except oil sands)
2467,G11707,HV South Bitumen Battery 16-13,29733,Alberta,211110,Oil and gas extraction (except oil sands)
2468,G11708,Seal Bitumen Battery 16-01,28922,Alberta,211110,Oil and gas extraction (except oil sands)
2469,G11709,West Seal Battery 11-26,29269,Alberta,211110,Oil and gas extraction (except oil sands)
2470,G11710,West Seal Bitumen Battery 15-06,,Alberta,211110,Oil and gas extraction (except oil sands)
2471,G11711,Seal Bitumen Battery 05-32,28921,Alberta,211110,Oil and gas extraction (except oil sands)
2472,G11720,RYAM Matane,,Quebec,322111,Mechanical Pulp Mills
2473,G11807,01-31-026-19W3,29583,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2474,G11818,Natural Gas Distribution System,,Ontario,221210,Natural Gas Distribution
2475,G11853,Edmonton TELUS Toll,32603,Alberta,518210,"Data Processing, Hosting, and Related Services"
2476,G11856,Entice System 2 Sweet Gas Plant 01-24,16591,Alberta,211113,Conventional Oil and Gas Extraction
2477,G11857,Entice Sweet Gas Plant 05-31,22289,Alberta,211113,Conventional Oil and Gas Extraction
2478,G11863,Ewing Lake Comp Stn 15-33,23527,Alberta,211113,Conventional Oil and Gas Extraction
2479,G11864,Linden Comp Stn 07-11,19577,Alberta,211113,Conventional Oil and Gas Extraction
2480,G11865,01-22-27-25-W4M Entice Comp Stn,16126,Alberta,211110,Oil and gas extraction (except oil sands)
2481,G11866,Gayford Sweet Gas Plant 10-31,16589,Alberta,211113,Conventional Oil and Gas Extraction
2482,G11867,NEVIS NORTH 06-11-042-23W4,19308,Alberta,211113,Conventional Oil and Gas Extraction
2483,G11868,14-35-29-24-W4M Swalwell Comp Stn,23547,Alberta,211110,Oil and gas extraction (except oil sands)
2484,G11869,Norfolk Gas Battery 13-13,18820,Alberta,211113,Conventional Oil and Gas Extraction
2485,G11870,Gayford South Comp Stn 12-35,16600,Alberta,211113,Conventional Oil and Gas Extraction
2486,G11871,06-24-039-23W4 Alix,15374,Alberta,211113,Conventional Oil and Gas Extraction
2487,G11872,Lyalta Comp Stn 14-26,16594,Alberta,211113,Conventional Oil and Gas Extraction
2488,G11883,Aspy D-11,,Nova Scotia,211110,Oil and gas extraction (except oil sands)
2489,G11890,102/01-21-028-24W3/0 (1C1-20) SWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2490,G11891,102/06-03-030-25W3/0 (1B6-4) SWB,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2491,G11892,SUFFIELD #18,,Saskatchewan,211110,Oil and gas extraction (except oil sands)
2492,G11911,Caribou B-19-H,28714,British Columbia,211110,Oil and gas extraction (except oil sands)
